Player,Season,Lg,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Butch Graves,Career,NBA,4,0,2.8,0.5,1.5,0.33299999999999996,0.0,0.3,0.0,0.5,1.3,0.4,0.33299999999999996,0.3,1.3,0.2,0.0,0.5,0.5,0.3,0.3,0.0,0.3,1.0,1.3
Aaron Gray,Career,NBA,318.0,87.0,12.1,1.4,2.7,0.509,0.0,0.0,0.0,1.4,2.7,0.511,0.509,0.6,1.0,0.562,1.4,2.4,3.7,0.7,0.3,0.3,0.8,2.1,3.4
Devin Gray,Career,NBA,27,2,6.4,0.9,2.3,.365,0.0,0.0,,0.9,2.3,.365,.365,0.8,1.3,.618,0.6,0.8,1.4,0.3,0.3,0.1,0.3,1.2,2.5
Ed Gray,Career,NBA,60,6,13.5,2.2,6.4,0.33899999999999997,0.5,1.5,0.341,1.7,4.9,0.33799999999999997,0.37799999999999995,1.4,1.7,0.8140000000000001,0.3,1.0,1.2,0.8,0.5,0.2,1.0,1.7,6.2
Evric Gray,Career,NBA,5,0,8.4,0.8,3.0,0.267,0.2,0.8,0.25,0.6,2.2,0.273,0.3,0.8,0.8,1.0,0.2,0.4,0.6,0.4,0.2,0.0,0.6,1.0,2.6
Gary Gray,Career,NBA,44,,6.3,1.1,3.0,0.366,,,,,,,,0.2,0.2,0.7,,,0.5,0.6,,,,1.1,2.4
Josh Gray,Career,NBA,7.0,0.0,15.6,1.7,6.1,0.27899999999999997,0.4,1.9,0.231,1.3,4.3,0.3,0.314,1.0,1.6,0.636,0.4,1.3,1.7,2.0,1.1,0.3,1.7,1.3,4.9
Leonard Gray,Career,NBA,224,,27.0,4.6,9.8,.469,,,,,,,,1.6,2.1,.739,1.5,3.8,5.2,2.2,0.9,0.4,,3.7,10.8
Stuart Gray,Career,NBA,386.0,5.0,9.0,0.9,2.0,0.446,0.0,0.0,0.0,0.9,1.9,0.45,0.446,0.6,0.9,0.6629999999999999,0.8,1.8,2.6,0.4,0.2,0.3,0.6,1.7,2.3
Sylvester Gray,Career,NBA,55,15,22.2,3.0,7.2,0.42,0.0,0.1,0.25,3.0,7.2,0.42100000000000004,0.42100000000000004,1.9,2.8,0.6729999999999999,2.1,3.1,5.2,2.1,0.7,0.5,1.9,2.6,8.0
Wyndol Gray,Career,BAA,67.0,,,2.2,7.7,0.28300000000000003,,,,,,,,1.1,1.9,0.57,,,,0.7,,,,1.8,5.4
Jeff Grayer,Career,NBA,438,101,18.9,3.1,6.7,.457,0.1,0.3,.255,3.0,6.4,.467,.463,1.3,1.9,.663,1.3,1.6,3.0,1.4,0.6,0.1,1.1,1.7,7.4
Bob Greacen,Career,TOT,47.0,,7.6,1.0,2.6,0.374,0.0,0.0,,1.0,2.6,0.374,0.374,0.4,0.7,0.6,0.3,0.3,1.4,0.9,,,0.5,1.2,2.4
A.C. Green,Career,NBA,1278.0,832.0,28.6,3.6,7.2,0.494,0.1,0.4,0.254,3.5,6.8,0.507,0.501,2.4,3.3,0.7340000000000001,2.6,4.8,7.4,1.1,0.8,0.4,1.1,1.9,9.6
Danny Green,Career,NBA,736.0,660.0,25.6,3.2,7.5,0.423,1.9,4.8,0.401,1.3,2.7,0.461,0.55,0.7,0.9,0.8029999999999999,0.6,2.9,3.5,1.6,1.0,0.8,1.0,1.8,9.0
Devin Green,Career,NBA,27,0,5.0,0.2,1.0,0.214,0.0,0.1,0.0,0.2,1.0,0.231,0.214,0.5,0.8,0.619,0.4,0.5,0.9,0.3,0.1,0.0,0.2,0.5,0.9
Draymond Green,Career,NBA,617,469,28.3,3.2,7.4,0.434,0.9,2.8,0.317,2.3,4.6,0.505,0.494,1.5,2.1,0.7120000000000001,1.1,5.8,6.9,5.2,1.4,1.0,2.1,2.8,8.8
Erick Green,Career,NBA,52.0,1.0,8.7,1.3,3.4,0.377,0.3,1.0,0.28800000000000003,1.0,2.4,0.415,0.42,0.2,0.3,0.857,0.2,0.5,0.7,0.8,0.3,0.0,0.3,0.6,3.1
Gerald Green,Career,NBA,658,118,19.8,3.5,8.4,.417,1.5,4.1,.361,2.1,4.4,.469,.504,1.3,1.5,.818,0.5,2.0,2.5,0.9,0.5,0.3,1.1,1.9,9.7
JaMychal Green,Career,NBA,398.0,156.0,21.6,3.1,6.5,0.47,0.8,2.2,0.379,2.2,4.4,0.515,0.5329999999999999,1.2,1.5,0.773,1.8,4.3,6.1,0.9,0.6,0.4,1.1,2.7,8.2
Javonte Green,Career,NBA,75.0,4.0,11.1,1.4,2.7,0.51,0.2,0.7,0.28600000000000003,1.2,1.9,0.596,0.55,0.6,1.0,0.667,0.6,1.4,2.0,0.5,0.6,0.2,0.5,1.0,3.6
Jeff Green,Career,NBA,953,568,29.4,4.7,10.5,.443,1.0,3.1,.338,3.6,7.4,.487,.493,2.5,3.1,.804,0.9,3.5,4.4,1.6,0.7,0.5,1.5,2.2,12.8
Johnny Green,Career,NBA,1057.0,,23.3,4.7,9.5,0.493,,,,,,,,2.2,4.0,0.5529999999999999,,,8.6,1.4,,,,2.7,11.6
Josh Green,Career,NBA,24,5,10.7,1.0,2.2,0.45299999999999996,0.1,0.6,0.133,0.9,1.6,0.579,0.47200000000000003,0.3,0.5,0.5379999999999999,0.6,1.2,1.8,0.5,0.2,0.1,0.6,0.7,2.4
Ken Green,Career,NBA,7,0,10.3,1.9,3.9,0.48100000000000004,0.0,0.0,,1.9,3.9,0.48100000000000004,0.48100000000000004,0.7,1.3,0.556,1.7,2.1,3.9,0.3,0.6,0.0,0.1,1.1,4.4
Kenny Green,Career,NBA,60.0,0.0,10.4,1.8,4.4,0.41200000000000003,0.0,0.0,0.0,1.8,4.4,0.414,0.41200000000000003,0.8,1.1,0.721,0.6,1.1,1.7,0.3,0.2,0.2,0.8,1.0,4.4
Lamar Green,Career,TOT,411.0,,17.8,2.2,5.1,0.43,0.0,0.0,,2.2,5.1,0.43,0.43,0.8,1.3,0.66,1.4,3.7,6.2,0.8,0.4,0.5,1.2,2.5,5.2
Litterial Green,Career,NBA,148,4,8.0,1.0,2.3,.420,0.0,0.2,.077,1.0,2.1,.448,.423,0.9,1.4,.665,0.2,0.3,0.5,1.2,0.3,0.0,0.5,0.8,2.9
Luther Green,Career,TOT,90,,10.4,1.7,4.5,.383,0.0,0.1,.000,1.7,4.4,.390,.383,0.8,1.7,.507,1.4,2.4,3.6,0.3,,,0.9,1.5,4.3
Mike Green,Career,TOT,459.0,,24.7,4.7,9.9,0.48,0.0,0.1,0.083,4.7,9.9,0.48100000000000004,0.48,2.1,2.8,0.732,2.6,4.3,6.9,1.3,0.7,1.6,1.8,2.9,11.5
Rickey Green,Career,NBA,946,513,24.6,3.8,8.1,.469,0.0,0.2,.207,3.8,7.9,.475,.471,1.7,2.2,.807,0.5,1.4,1.9,5.5,1.4,0.1,1.7,1.5,9.4
Sean Green,Career,NBA,84.0,0.0,8.0,1.8,4.7,0.386,0.2,0.7,0.24600000000000002,1.6,4.0,0.41200000000000003,0.405,0.4,0.6,0.62,0.4,0.6,1.0,0.5,0.4,0.2,0.8,0.8,4.2
Si Green,Career,NBA,504,,26.1,3.4,8.9,.387,,,,,,,,2.3,3.4,.676,,,4.3,3.3,,,,2.8,9.2
Sidney Green,Career,NBA,679.0,242.0,19.5,2.9,6.5,0.45399999999999996,0.0,0.0,0.037000000000000005,2.9,6.4,0.457,0.455,1.6,2.2,0.738,1.9,4.2,6.1,0.9,0.5,0.3,1.5,2.6,7.5
Steve Green,Career,TOT,205.0,,13.2,2.3,5.3,0.441,0.0,0.1,0.0,2.3,5.2,0.44299999999999995,0.441,1.1,1.5,0.73,1.1,1.4,2.4,0.8,0.5,0.1,0.8,2.0,5.8
Taurean Green,Career,NBA,17.0,0.0,4.4,0.4,1.5,0.28,0.1,0.6,0.182,0.3,0.8,0.35700000000000004,0.32,0.6,0.7,0.917,0.0,0.6,0.6,0.6,0.1,0.0,0.5,0.3,1.6
Tommie Green,Career,NBA,59,,13.7,1.6,4.0,0.38799999999999996,,,,,,,,0.8,1.1,0.762,0.3,0.8,1.2,2.4,1.0,0.1,1.5,1.9,3.9
Willie Green,Career,NBA,731.0,297.0,20.2,3.3,7.8,0.425,0.7,2.0,0.34600000000000003,2.6,5.7,0.45399999999999996,0.47100000000000003,1.0,1.3,0.765,0.3,1.5,1.8,1.4,0.5,0.1,1.0,1.7,8.3
Donté Greene,Career,NBA,253,82,16.8,2.3,5.7,0.406,0.7,2.1,0.304,1.7,3.6,0.467,0.46299999999999997,0.8,1.2,0.701,0.6,1.8,2.4,0.7,0.4,0.5,0.9,1.5,6.1
Orien Greene,Career,NBA,131,7,11.9,1.0,2.5,.387,0.1,0.4,.212,0.9,2.1,.420,.404,0.5,0.7,.642,0.4,1.1,1.5,1.2,0.7,0.1,1.1,1.7,2.5
Jerry Greenspan,Career,NBA,25,,13.2,1.6,4.1,0.38799999999999996,,,,,,,,1.7,2.3,0.7240000000000001,,,3.3,0.4,,,,2.6,4.9
Dave Greenwood,Career,NBA,823.0,418.0,28.4,4.0,8.3,0.47700000000000004,0.0,0.0,0.138,3.9,8.2,0.479,0.478,2.3,3.1,0.765,2.3,5.6,7.9,2.0,0.7,0.9,1.8,3.2,10.2
Hal Greer,Career,NBA,1122,,35.5,7.6,16.8,0.452,,,,,,,,4.1,5.1,0.8009999999999999,,,5.0,4.0,,,,3.4,19.2
Lynn Greer,Career,NBA,41,0,10.5,1.5,3.4,0.433,0.4,1.3,0.34600000000000003,1.0,2.2,0.483,0.496,0.7,0.8,0.8440000000000001,0.0,0.6,0.7,1.3,0.4,0.0,0.4,0.8,4.1
Gary Gregor,Career,TOT,361.0,,23.0,3.9,9.0,0.436,0.0,0.1,0.75,3.9,9.0,0.435,0.436,1.1,1.5,0.725,1.0,2.4,6.3,1.3,0.2,0.0,0.8,2.4,8.9
Claude Gregory,Career,NBA,25,2,12.6,2.5,5.4,.456,0.0,0.0,.000,2.5,5.4,.459,.456,0.5,1.4,.333,1.6,2.3,3.9,0.6,0.4,0.5,1.0,1.5,5.4
John Greig,Career,NBA,9,0,2.9,0.8,1.4,0.5379999999999999,0.0,0.0,,0.8,1.4,0.5379999999999999,0.5379999999999999,0.6,0.7,0.833,0.2,0.4,0.7,0.0,0.0,0.1,0.2,0.4,2.1
Norm Grekin,Career,NBA,1,,1.0,0.0,0.0,,,,,,,,,0.0,0.0,,,,0.0,0.0,,,,1.0,0.0
Kevin Grevey,Career,NBA,672.0,82.0,22.7,4.3,9.9,0.43700000000000006,0.4,1.1,0.33399999999999996,4.1,9.3,0.444,0.44799999999999995,2.1,2.5,0.8170000000000001,0.9,1.5,2.4,1.9,0.6,0.2,1.4,1.9,11.0
Dennis Grey,Career,ABA,62.0,,22.4,3.1,7.5,0.41,0.0,0.0,0.0,3.1,7.5,0.41100000000000003,0.41,2.6,4.9,0.536,2.0,3.6,5.6,0.8,,,2.1,3.4,8.8
Adrian Griffin,Career,NBA,477.0,179.0,16.8,1.6,3.8,0.43799999999999994,0.1,0.4,0.278,1.5,3.4,0.455,0.452,0.6,0.8,0.763,1.1,2.1,3.2,1.4,0.9,0.1,0.7,1.8,4.0
Blake Griffin,Career,NBA,647,642,34.6,8.0,16.0,.496,0.7,2.1,.333,7.3,13.9,.520,.517,4.7,6.7,.695,2.1,6.6,8.7,4.4,0.9,0.5,2.6,2.8,21.3
Eddie Griffin,Career,NBA,303,117,22.2,2.8,7.5,.377,0.8,2.5,.315,2.0,5.0,.408,.430,0.7,1.1,.671,1.6,4.1,5.8,0.8,0.3,1.7,0.7,1.7,7.2
Greg Griffin,Career,NBA,36,,11.7,1.7,4.7,0.361,,,,,,,,0.6,1.0,0.639,1.2,1.6,2.9,0.7,0.4,0.0,1.1,1.6,4.0
Paul Griffin,Career,NBA,480.0,0.0,20.9,1.7,3.5,0.505,0.0,0.0,,1.7,3.5,0.505,0.505,1.6,2.3,0.6920000000000001,1.9,3.7,5.5,2.3,0.8,0.5,1.6,2.9,5.1
Taylor Griffin,Career,NBA,8,0,4.0,0.5,1.3,0.4,0.0,0.3,0.0,0.5,1.0,0.5,0.4,0.3,0.5,0.5,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.5,1.3
Darrell Griffith,Career,NBA,765,412,28.0,6.8,14.8,.463,0.7,2.1,.332,6.2,12.7,.485,.487,1.8,2.6,.707,1.0,2.3,3.3,2.1,1.2,0.3,2.1,2.2,16.2
Chuck Grigsby,Career,NBA,7,,6.4,1.0,2.7,0.368,,,,,,,,0.3,1.1,0.25,,,1.6,1.0,,,,1.3,2.3
Derek Grimm,Career,NBA,9,0,3.8,0.4,1.6,0.28600000000000003,0.4,1.3,0.33299999999999996,0.0,0.2,0.0,0.429,0.2,0.2,1.0,0.0,0.4,0.4,0.0,0.3,0.1,0.3,0.7,1.6
Woody Grimshaw,Career,BAA,21,,,1.0,2.7,0.35700000000000004,,,,,,,,1.0,2.1,0.47700000000000004,,,,0.0,,,,1.2,2.9
Dick Groat,Career,NBA,26,,25.5,3.8,10.5,.368,,,,,,,,4.2,5.3,.790,,,3.3,2.7,,,,3.5,11.9
Bob Gross,Career,NBA,513.0,27.0,24.5,3.6,7.1,0.512,0.0,0.1,0.179,3.6,7.0,0.514,0.512,1.7,2.1,0.7979999999999999,1.8,2.6,4.4,2.9,1.2,0.7,2.1,2.9,8.9
Mike Grosso,Career,ABA,25,,13.4,1.8,4.1,0.441,0.0,0.0,,1.8,4.1,0.441,0.441,0.5,0.9,0.565,2.0,3.0,4.9,0.4,,,0.8,2.6,4.1
Jerry Grote,Career,NBA,11,,3.0,0.5,1.0,0.545,,,,,,,,0.2,0.2,1.0,,,0.4,0.4,,,,0.5,1.3
Alex Groza,Career,NBA,130,,,7.8,16.4,.474,,,,,,,,6.9,9.1,.756,,,10.7,2.4,,,,3.5,22.5
Dick Grubar,Career,ABA,2,,4.0,1.0,1.5,0.667,0.0,0.0,,1.0,1.5,0.667,0.667,0.0,0.0,,0.0,0.0,0.0,0.5,,,0.0,0.5,2.0
Anthony Grundy,Career,NBA,12,0,9.0,1.6,3.2,0.5,0.4,1.3,0.33299999999999996,1.2,1.9,0.609,0.5660000000000001,0.8,1.2,0.643,0.1,1.3,1.4,0.8,0.6,0.0,0.8,1.2,4.3
Ernie Grunfeld,Career,NBA,693.0,17.0,18.6,3.0,6.2,0.47700000000000004,0.1,0.2,0.337,2.9,6.1,0.48,0.48100000000000004,1.4,1.8,0.77,0.7,1.9,2.6,2.0,0.7,0.2,1.2,2.2,7.4
Gene Guarilia,Career,NBA,129,,8.4,1.3,3.5,0.376,,,,,,,,0.6,1.0,0.611,,,2.3,0.3,,,,1.1,3.2
Pétur Guðmundsson,Career,NBA,150,20,13.7,1.7,3.4,.494,0.0,0.0,.500,1.7,3.4,.494,.495,1.3,1.7,.754,1.1,2.6,3.8,1.0,0.2,0.6,1.3,2.7,4.6
Marko Guduric,Career,NBA,44,0,11.0,1.4,3.6,0.395,0.6,1.9,0.301,0.8,1.7,0.5,0.475,0.5,0.6,0.9229999999999999,0.3,1.3,1.7,1.0,0.3,0.2,0.8,0.8,3.9
Richie Guerin,Career,NBA,848,,32.4,6.1,14.7,.416,,,,,,,,5.1,6.5,.780,,,5.0,5.0,,,,3.3,17.3
Tom Gugliotta,Career,NBA,763.0,608.0,30.9,5.1,11.3,0.451,0.3,1.0,0.284,4.8,10.3,0.467,0.46299999999999997,2.5,3.4,0.757,2.1,5.2,7.3,2.8,1.4,0.6,2.3,2.5,13.0
Andrés Guibert,Career,NBA,22,0,9.1,1.0,3.0,0.32799999999999996,0.0,0.2,0.0,1.0,2.9,0.349,0.32799999999999996,0.7,1.1,0.64,1.2,1.6,2.8,0.5,0.4,0.1,0.8,1.6,2.7
Jay Guidinger,Career,NBA,64,5,5.4,0.5,1.4,0.402,0.0,0.0,,0.5,1.4,0.402,0.402,0.4,0.7,0.609,0.6,0.9,1.5,0.3,0.2,0.2,0.4,1.1,1.5
Coulby Gunther,Career,BAA,84,,,3.7,11.2,.332,,,,,,,,3.2,5.0,.642,,,,0.8,,,,2.2,10.6
Dave Gunther,Career,NBA,1,,5.0,1.0,2.0,0.5,,,,,,,,0.0,0.0,,,,3.0,3.0,,,,1.0,2.0
Al Guokas,Career,NBA,57.0,,,1.6,5.2,0.311,,,,,,,,0.5,0.9,0.56,,,,1.7,,,,2.5,3.8
Matt Guokas,Career,BAA,47,,,0.6,2.2,.269,,,,,,,,0.6,1.0,.553,,,,0.2,,,,1.5,1.7
Matt Guokas,Career,NBA,735.0,,22.6,2.4,5.0,0.489,,,,,,,,1.0,1.3,0.727,0.4,1.2,2.0,3.0,0.5,0.2,,2.0,5.8
Jorge Gutiérrez,Career,NBA,47.0,3.0,10.3,1.1,2.3,0.5,0.1,0.4,0.17600000000000002,1.1,1.9,0.562,0.514,0.6,0.8,0.778,0.2,1.0,1.1,1.5,0.4,0.0,0.7,1.4,2.9
Kyle Guy,Career,NBA,24,0,6.6,1.0,2.5,0.377,0.4,1.4,0.294,0.5,1.1,0.48100000000000004,0.45899999999999996,0.4,0.5,0.833,0.1,0.8,1.0,0.8,0.2,0.0,0.2,0.6,2.8
A.J. Guyton,Career,NBA,80.0,14.0,15.6,2.1,5.5,0.377,0.9,2.4,0.37799999999999995,1.2,3.1,0.377,0.46,0.5,0.6,0.8220000000000001,0.3,0.7,1.0,1.8,0.3,0.2,0.8,0.7,5.5
Rui Hachimura,Career,NBA,88,88,30.8,5.4,11.4,0.47200000000000003,0.7,2.2,0.314,4.7,9.2,0.509,0.502,2.4,3.0,0.8009999999999999,1.3,4.7,6.0,1.7,0.8,0.1,1.2,2.2,13.8
Rudy Hackett,Career,TOT,28.0,,16.4,2.1,5.0,0.41100000000000003,0.0,0.0,,2.1,5.0,0.41100000000000003,0.41100000000000003,1.4,2.3,0.619,0.9,2.4,3.3,1.1,0.5,0.3,1.1,2.0,5.5
Hamed Haddadi,Career,NBA,151.0,0.0,7.0,0.9,1.9,0.46299999999999997,0.0,0.0,0.0,0.9,1.8,0.47100000000000003,0.46299999999999997,0.5,0.8,0.632,0.9,1.6,2.5,0.3,0.1,0.6,0.6,1.4,2.2
Jim Hadnot,Career,ABA,77,,39.0,6.3,13.6,0.467,0.0,0.0,0.0,6.3,13.5,0.46799999999999997,0.467,4.8,7.2,0.6679999999999999,3.9,8.2,12.2,1.8,,,2.2,3.6,17.5
Scott Haffner,Career,NBA,50.0,6.0,12.2,1.9,4.8,0.40299999999999997,0.1,0.5,0.13,1.9,4.3,0.433,0.41,0.4,0.5,0.667,0.2,0.9,1.1,1.8,0.3,0.1,0.7,1.1,4.3
Cliff Hagan,Career,TOT,839,,28.7,6.9,15.1,.454,0.0,0.1,.000,6.9,15.1,.454,.454,4.0,5.0,.799,1.2,1.5,6.6,3.2,,,3.1,3.2,17.7
Glenn Hagan,Career,NBA,4,0,6.3,0.8,1.8,0.429,0.0,0.0,,0.8,1.8,0.429,0.429,0.3,0.3,1.0,0.5,0.5,1.0,2.0,0.8,0.0,0.3,1.8,1.8
Tom Hagan,Career,ABA,73.0,,12.5,1.9,4.5,0.419,0.3,0.8,0.32799999999999996,1.6,3.7,0.439,0.44799999999999995,0.9,1.3,0.7070000000000001,0.6,1.0,1.5,1.8,,,0.9,1.6,4.9
Ashton Hagans,Career,NBA,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
Robert Hahn,Career,NBA,10,,,0.4,1.3,0.308,,,,,,,,0.2,0.7,0.28600000000000003,,,,0.1,,,,1.7,1.0
Al Hairston,Career,NBA,42,,7.0,1.0,2.9,0.336,,,,,,,,0.2,0.4,0.6,,,1.0,1.0,,,,0.9,2.2
Happy Hairston,Career,NBA,776.0,,31.4,5.5,11.4,0.478,,,,,,,,3.9,5.3,0.741,4.2,8.9,10.3,1.6,0.8,0.2,,3.0,14.8
Lindsay Hairston,Career,NBA,47,,13.9,2.2,4.9,0.456,,,,,,,,1.4,2.4,0.58,1.4,2.4,3.8,0.4,0.4,0.7,,1.8,5.8
Malik Hairston,Career,NBA,62,0,7.6,1.0,2.0,0.512,0.0,0.2,0.16699999999999998,1.0,1.8,0.5489999999999999,0.52,0.3,0.6,0.514,0.4,0.9,1.2,0.5,0.2,0.3,0.4,0.8,2.4
P.J. Hairston,Career,NBA,111.0,54.0,18.0,2.1,6.1,0.34299999999999997,1.1,3.6,0.295,1.0,2.5,0.414,0.431,0.7,0.9,0.81,0.4,2.0,2.4,0.5,0.5,0.2,0.6,1.8,6.0
Marcus Haislip,Career,NBA,89,8,9.6,1.4,3.2,.437,0.1,0.2,.350,1.3,3.0,.444,.449,0.6,0.9,.659,0.6,0.9,1.5,0.2,0.2,0.4,0.4,1.1,3.5
Chick Halbert,Career,TOT,303.0,,,3.0,9.6,0.314,,,,,,,,2.8,4.4,0.633,,,7.9,1.4,,,,2.7,8.8
Swede Halbrook,Career,NBA,143,,14.3,2.1,6.2,0.34700000000000003,,,,,,,,1.2,2.0,0.591,,,6.6,0.4,,,,3.1,5.5
Bruce Hale,Career,TOT,142.0,,,3.1,9.4,0.33299999999999996,,,,,,,,2.9,3.8,0.763,,,1.9,3.0,,,,2.0,9.1
Hal Hale,Career,ABA,72,,23.7,1.8,5.7,0.326,0.5,1.6,0.313,1.4,4.1,0.331,0.369,0.8,1.2,0.674,,,2.9,2.0,,,1.3,2.0,5.0
Jack Haley,Career,NBA,341,54,9.6,1.3,3.0,.425,0.0,0.0,.000,1.3,3.0,.426,.425,0.9,1.4,.655,1.0,1.7,2.7,0.2,0.2,0.1,0.6,1.7,3.5
Tyrese Haliburton,Career,NBA,43,12,30.1,5.1,10.5,0.486,2.2,5.2,0.42200000000000004,2.9,5.3,0.5489999999999999,0.591,0.8,0.9,0.872,0.8,2.5,3.3,4.9,1.3,0.6,1.5,1.4,13.2
Shaler Halimon,Career,TOT,254.0,,14.4,2.6,6.6,0.4,0.0,0.1,0.111,2.6,6.5,0.402,0.401,1.0,1.5,0.644,0.9,1.6,3.1,1.7,,,1.1,1.6,6.2
Devon Hall,Career,NBA,11,0,7.4,0.5,2.7,0.2,0.4,1.5,0.235,0.2,1.2,0.154,0.267,0.4,0.7,0.5,0.2,0.5,0.6,1.2,0.4,0.1,0.5,0.5,1.8
Donta Hall,Career,NBA,9.0,0.0,14.8,1.7,2.4,0.682,0.0,0.0,,1.7,2.4,0.682,0.682,1.0,2.0,0.5,1.6,2.7,4.2,0.4,0.3,0.7,0.6,2.6,4.3
Josh Hall,Career,NBA,11,0,12.5,0.7,3.4,0.21600000000000003,0.2,1.5,0.125,0.5,1.9,0.28600000000000003,0.243,1.4,2.5,0.556,0.1,1.8,1.9,1.4,0.0,0.0,1.1,1.5,3.0
Mike Hall,Career,NBA,2,0,6.5,0.5,2.0,0.25,0.0,0.0,,0.5,2.0,0.25,0.25,0.0,0.0,,0.5,0.5,1.0,0.5,0.0,0.0,0.0,0.5,1.0
Jeff Halliburton,Career,NBA,92.0,,11.7,2.5,5.8,0.44,,,,,,,,1.0,1.3,0.8140000000000001,,,1.6,1.3,,,,1.7,6.1
Darvin Ham,Career,NBA,417,45,12.4,1.1,2.1,.518,0.0,0.0,.250,1.1,2.0,.523,.520,0.6,1.2,.494,1.1,1.2,2.3,0.5,0.3,0.4,0.7,1.8,2.7
Steve Hamer,Career,NBA,35,3,7.7,0.9,1.6,0.526,0.0,0.1,0.0,0.9,1.6,0.545,0.526,0.5,0.8,0.552,0.5,1.2,1.7,0.2,0.1,0.1,0.4,1.1,2.2
Dale Hamilton,Career,NBA,14,,,0.6,2.4,0.242,,,,,,,,0.6,1.4,0.474,,,,1.2,,,,2.1,1.8
Daniel Hamilton,Career,NBA,25.0,3.0,9.3,1.1,2.8,0.39399999999999996,0.4,1.1,0.35700000000000004,0.7,1.7,0.419,0.465,0.1,0.2,0.5,0.4,1.7,2.1,1.2,0.3,0.0,0.7,0.8,2.8
Dennis Hamilton,Career,TOT,144.0,,12.9,2.0,3.8,0.511,0.0,0.0,0.0,2.0,3.8,0.512,0.511,0.6,0.8,0.773,1.4,3.2,3.1,0.8,,,1.3,1.5,4.6
Joe Hamilton,Career,ABA,344.0,,26.4,4.5,11.1,0.408,0.7,2.3,0.312,3.8,8.9,0.433,0.44,2.3,2.8,0.807,0.7,1.9,2.6,3.5,0.9,0.1,1.5,2.6,12.0
Jordan Hamilton,Career,NBA,151.0,21.0,13.9,2.3,5.6,0.408,0.9,2.5,0.35700000000000004,1.4,3.0,0.451,0.489,0.5,0.7,0.67,0.6,2.3,2.8,0.8,0.5,0.2,0.7,1.0,5.9
Justin Hamilton,Career,NBA,113.0,21.0,17.4,2.4,5.1,0.46399999999999997,0.6,1.9,0.309,1.8,3.2,0.56,0.523,0.7,0.9,0.7979999999999999,1.2,2.4,3.6,0.8,0.5,0.6,0.6,1.5,6.1
Ralph Hamilton,Career,BAA,48.0,,,2.4,9.3,0.255,,,,,,,,1.3,1.9,0.67,,,,1.7,,,,1.4,6.0
Richard Hamilton,Career,NBA,921.0,783.0,32.1,6.5,14.4,0.449,0.6,1.7,0.34600000000000003,5.9,12.8,0.46299999999999997,0.469,3.5,4.1,0.852,0.9,2.2,3.1,3.4,0.8,0.1,2.1,2.5,17.1
Roy Hamilton,Career,NBA,73.0,,15.4,1.6,4.0,0.4,0.0,0.0,0.0,1.6,3.9,0.40299999999999997,0.4,1.4,2.1,0.684,0.6,0.9,1.5,2.6,0.7,0.1,1.6,1.1,4.6
Steve Hamilton,Career,NBA,82,,13.3,1.7,4.5,0.37200000000000005,,,,,,,,1.1,1.6,0.6970000000000001,,,3.4,0.5,,,,2.2,4.5
Tang Hamilton,Career,NBA,9,2,10.9,1.1,2.1,0.526,0.0,0.1,0.0,1.1,2.0,0.556,0.526,0.0,0.1,0.0,0.7,1.3,2.0,0.6,0.4,0.0,0.2,1.1,2.2
Thomas Hamilton,Career,NBA,33,7,10.4,1.3,3.3,.400,0.0,0.0,,1.3,3.3,.400,.400,0.6,1.2,.463,1.2,2.2,3.4,0.5,0.1,0.7,1.1,1.1,3.2
Zendon Hamilton,Career,NBA,134.0,15.0,11.6,1.3,3.0,0.44,0.0,0.0,,1.3,3.0,0.44,0.44,1.7,2.6,0.66,1.4,2.1,3.5,0.2,0.3,0.2,0.8,1.6,4.4
Geert Hammink,Career,NBA,8.0,0.0,3.4,0.5,1.3,0.4,0.0,0.0,,0.5,1.3,0.4,0.4,0.8,1.1,0.667,0.4,0.5,0.9,0.3,0.0,0.0,0.3,0.5,1.8
Julian Hammond,Career,ABA,329,,24.4,4.2,8.2,0.514,0.0,0.0,0.0,4.2,8.2,0.514,0.514,2.4,3.4,0.691,3.0,3.7,6.2,1.3,,,1.9,2.3,10.8
Tom Hammonds,Career,NBA,687.0,60.0,15.2,2.1,4.3,0.48,0.0,0.0,0.0,2.1,4.3,0.48100000000000004,0.48,1.2,1.7,0.691,1.1,2.2,3.3,0.6,0.2,0.2,0.8,1.8,5.3
A.J. Hammons,Career,NBA,22,0,7.4,0.8,1.9,0.405,0.2,0.5,0.5,0.5,1.5,0.375,0.46399999999999997,0.4,0.9,0.45,0.4,1.3,1.6,0.2,0.0,0.6,0.5,1.0,2.2
Joe Hamood,Career,ABA,76,,24.2,3.6,10.8,0.335,0.2,1.0,0.205,3.4,9.8,0.348,0.344,2.4,3.3,0.738,,,2.9,3.0,,,1.7,2.6,9.9
