Player,index,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,eligible,All Star,MVP,DPOY,All-NBA,All-Defensive,Sixth Man,ROY,Scoring Champ,AST Champ,TRB Champ,STL Champ,BLK Champ,NBA Champ,Hall of Fame,hof_prob,3P,3PA,3P%,2P,2PA,2P%,eFG%
Rick Barry,15,Career,,,TOT,,1020,,37.4,9.5,20.9,.456,5.6,6.3,.893,1.3,4.6,6.7,4.9,2.0,0.5,3.0,3.0,24.8,1,12.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,99.5,0.6,2.0,.297,9.3,20.3,.460,.460
Will Barton,11,Career,,,NBA,,552.0,213.0,25.1,4.2,9.6,0.433,1.7,2.2,0.7859999999999999,0.7,3.4,4.2,2.6,0.8,0.4,1.4,1.6,11.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3.5,0.35200000000000004,2.9,6.2,0.478,0.496
Brandon Bass,14,Career,,,NBA,,758,283,21.6,3.4,6.8,.499,1.9,2.3,.832,1.5,3.0,4.5,0.8,0.4,0.6,0.9,1.8,8.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,.207,3.4,6.7,.502,.500
Tim Bassett,11,Career,,,TOT,,473,,23.7,2.6,6.1,.423,1.0,1.8,.588,2.4,4.2,6.7,1.2,0.8,0.5,1.2,2.7,6.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.1,.286,2.6,6.1,.424,.424
Tony Battie,17,Career,,,NBA,,837,429,21.1,2.6,5.2,.488,0.9,1.4,.690,1.6,3.5,5.1,0.6,0.5,0.9,0.8,2.6,6.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,.162,2.5,5.2,.494,.490
Shane Battier,15,Career,,,NBA,,977.0,705.0,30.7,3.1,7.0,0.43700000000000006,1.2,1.6,0.743,1.3,2.9,4.2,1.8,1.0,0.9,0.9,2.3,8.6,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,1.3,3.3,0.384,1.8,3.6,0.486,0.529
John Battle,10,Career,,,NBA,,612.0,62.0,17.8,3.4,7.2,0.46399999999999997,1.9,2.4,0.7929999999999999,0.3,1.1,1.3,2.1,0.4,0.1,1.1,1.4,8.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.273,3.3,6.9,0.474,0.47100000000000003
Nicolas Batum,13,Career,,,NBA,,850.0,752.0,31.1,4.0,9.2,0.435,1.7,2.0,0.841,1.0,4.2,5.2,3.7,1.0,0.6,1.8,1.8,11.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,4.4,0.36,2.4,4.8,0.504,0.521
Jerryd Bayless,15,Career,,,NBA,,586.0,99.0,21.3,2.9,7.1,0.41100000000000003,1.7,2.0,0.818,0.3,1.8,2.1,2.9,0.6,0.1,1.4,2.1,8.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,2.4,0.361,2.1,4.8,0.436,0.47100000000000003
Elgin Baylor,14,Career,,,NBA,,846,,40.0,10.3,23.8,0.431,6.8,8.7,0.78,,,13.5,4.3,,,,3.1,27.4,1,11.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,100,,,,,,,
Aron Baynes,9,Career,,,NBA,,519.0,168.0,16.0,2.4,4.9,0.488,1.0,1.2,0.7959999999999999,1.5,3.0,4.6,0.8,0.2,0.5,0.9,2.2,5.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.303,2.2,4.2,0.518,0.509
Kent Bazemore,13,Career,,,NBA,,610.0,288.0,20.9,3.0,7.3,0.415,1.4,1.9,0.723,0.4,2.9,3.2,1.8,1.0,0.5,1.4,2.0,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3.0,0.35600000000000004,2.0,4.3,0.456,0.488
Bradley Beal,9,Career,,,NBA,,600,566,34.6,7.9,17.4,0.456,3.7,4.5,0.821,0.9,3.2,4.0,4.0,1.1,0.4,2.4,2.2,21.9,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.3,6.0,0.377,5.7,11.4,0.498,0.521
Butch Beard,12,Career,,,NBA,,605,,23.6,3.6,7.4,.487,2.1,2.7,.771,1.2,2.5,3.4,3.6,1.3,0.1,1.9,2.6,9.3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,,,,,,
John Beasley,9,Career,,,ABA,,506.0,,27.6,5.5,11.2,0.491,2.5,3.0,0.831,2.7,5.7,8.4,1.2,0.2,0.2,1.2,2.6,13.7,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2,0.5,0.316,5.3,10.7,0.5,0.499
Michael Beasley,11,Career,,,NBA,,609.0,238.0,22.8,5.1,10.9,0.465,1.8,2.4,0.759,1.1,3.6,4.7,1.3,0.6,0.5,1.7,2.1,12.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.4,0.349,4.6,9.5,0.48100000000000004,0.48700000000000004
Zelmo Beaty,13,Career,,,TOT,,889,,33.4,6.4,13.0,.494,4.2,5.5,.771,3.3,7.1,10.9,1.5,0.7,0.8,2.3,3.6,17.1,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,0.0,0.0,.154,6.4,13.0,.495,.494
Byron Beck,10,Career,,,TOT,,747,,25.7,4.9,9.8,0.505,1.6,2.0,0.8109999999999999,2.4,4.5,7.0,1.3,0.6,0.1,1.3,3.0,11.5,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.1,0.295,4.9,9.7,0.506,0.505
Arthur Becker,10,Career,,,ABA,,414.0,,25.5,5.1,10.6,0.48,2.2,2.7,0.835,2.1,4.2,6.3,1.0,,,1.4,3.4,12.5,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.1,0.321,5.1,10.6,0.48100000000000004,0.48100000000000004
Marco Belinelli,15,Career,,,NBA,,860.0,219.0,22.7,3.4,8.1,0.424,1.5,1.7,0.846,0.2,1.8,2.1,1.7,0.6,0.1,1.0,1.4,9.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3.8,0.376,2.0,4.3,0.465,0.511
Raja Bell,16,Career,,,NBA,,706.0,479.0,28.1,3.7,8.4,0.434,1.2,1.6,0.799,0.6,2.2,2.8,1.7,0.7,0.2,1.0,2.6,9.9,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,3.3,0.406,2.3,5.1,0.452,0.514
Walt Bellamy,20,Career,,,NBA,,1043.0,,37.3,7.6,14.7,0.516,4.9,7.8,0.632,3.4,6.2,13.7,2.4,0.7,0.6,,3.4,20.1,1,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,64.2,,,,,,,
Benoit Benjamin,21,Career,,,NBA,,807.0,614.0,27.2,4.4,9.0,0.49700000000000005,2.5,3.5,0.721,1.8,5.7,7.5,1.3,0.6,2.0,2.3,2.8,11.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048,4.4,8.9,0.498,0.49700000000000005
David Benoit,12,Career,,,NBA,,492,179,18.9,2.7,6.2,.438,1.2,1.5,.795,1.2,2.9,4.0,0.6,0.4,0.5,0.9,2.1,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.3,.319,2.3,4.9,.470,.472
Kent Benson,14,Career,,,NBA,,680,233,23.1,3.8,7.7,.493,1.5,2.0,.757,1.8,3.9,5.7,1.8,0.9,0.9,1.6,2.8,9.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,.206,3.8,7.6,.495,.494
Travis Best,16,Career,,,NBA,,708,148,21.4,2.8,6.6,.431,1.6,1.9,.835,0.3,1.4,1.8,3.5,0.9,0.1,1.3,2.3,7.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,1.1,.345,2.5,5.5,.449,.460
Patrick Beverley,11,Career,,,NBA,,462,381,27.8,3.1,7.5,.415,1.0,1.3,.764,1.1,3.2,4.3,3.4,1.2,0.5,1.3,3.1,8.9,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,4.2,.383,1.5,3.3,.456,.523
Al Bianchi,10,Career,,,NBA,,687,,19.9,3.2,8.6,0.374,1.6,2.3,0.7070000000000001,,,2.5,2.2,,,,3.0,8.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Henry Bibby,11,Career,,,NBA,,675.0,208.0,22.9,3.2,7.5,0.424,2.1,2.7,0.782,0.7,1.7,2.3,3.3,0.9,0.1,1.8,2.0,8.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.9,0.293,3.1,7.3,0.428,0.428
Mike Bibby,19,Career,,,NBA,,1001.0,950.0,33.9,5.4,12.4,0.436,2.4,2.9,0.802,0.5,2.6,3.1,5.5,1.2,0.1,2.1,1.9,14.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.5,4.0,0.379,3.9,8.4,0.46299999999999997,0.49700000000000005
Andris Biedriņš,10,Career,,,NBA,,516.0,311.0,21.6,2.8,4.7,0.594,0.7,1.5,0.5,2.3,4.7,7.0,0.9,0.6,1.1,0.9,3.2,6.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,4.7,0.595,0.594
Chauncey Billups,23,Career,,,NBA,,1043.0,937.0,31.6,4.5,10.9,0.415,4.3,4.8,0.894,0.5,2.4,2.9,5.4,1.0,0.2,2.0,2.1,15.2,1,5.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.4,1.8,4.5,0.387,2.8,6.4,0.435,0.495
Dave Bing,12,Career,,,NBA,,901.0,,36.4,7.7,17.5,0.441,4.9,6.3,0.775,1.1,1.9,3.8,6.0,1.3,0.2,2.7,2.9,20.3,1,7.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,91.9,,,,,,,
Larry Bird,13,Career,,,NBA,,897,870,38.4,9.6,19.3,0.496,4.4,5.0,0.8859999999999999,2.0,8.0,10.0,6.3,1.7,0.8,3.1,2.5,24.3,1,12.0,3.0,0.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,100,0.7,1.9,0.376,8.9,17.4,0.509,0.514
Otis Birdsong,12,Career,,,NBA,,696.0,317.0,31.1,7.7,15.2,0.506,2.6,3.9,0.655,1.3,1.7,3.0,3.2,1.2,0.2,2.1,2.6,18.0,1,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.1,0.3,0.27399999999999997,7.6,14.9,0.51,0.509
Bismack Biyombo,10,Career,,,NBA,,693.0,301.0,20.3,2.0,3.7,0.525,1.2,2.2,0.5660000000000001,2.0,4.2,6.2,0.6,0.3,1.3,0.9,2.2,5.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.7,0.526,0.525
Rolando Blackman,16,Career,,,NBA,,980,815,32.7,7.0,14.3,.493,3.7,4.4,.840,1.1,2.3,3.3,3.0,0.7,0.3,1.9,1.7,18.0,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.2,0.7,.343,6.8,13.6,.501,.501
DeJuan Blair,8,Career,,,NBA,,424,179,16.6,2.9,5.6,.524,0.9,1.5,.608,1.9,3.2,5.1,0.8,0.7,0.3,1.1,2.4,6.8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,2.9,5.6,.526,.524
Steve Blake,20,Career,,,NBA,,870,347,23.9,2.4,5.9,.401,0.6,0.7,.779,0.3,1.8,2.1,4.0,0.7,0.1,1.4,1.5,6.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,3.1,.383,1.2,2.8,.420,.501
Andray Blatche,14,Career,,,NBA,,564,191,22.1,4.1,8.8,.467,1.8,2.4,.725,1.8,3.5,5.4,1.4,0.9,0.8,1.6,2.5,10.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,.237,4.0,8.4,.478,.472
Mookie Blaylock,13,Career,,,NBA,,889.0,800.0,34.9,5.3,12.9,0.409,1.4,1.9,0.736,1.1,3.0,4.1,6.7,2.3,0.3,2.3,1.9,13.5,1,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.4,4.3,0.336,3.8,8.6,0.445,0.465
Eric Bledsoe,13,Career,,,NBA,,694.0,531.0,28.0,5.0,11.0,0.45399999999999996,2.9,3.7,0.7879999999999999,0.8,3.1,3.9,4.7,1.4,0.5,2.5,2.0,14.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.1,3.4,0.33799999999999997,3.8,7.6,0.505,0.506
John Block,14,Career,,,NBA,,597.0,,24.0,4.3,10.0,0.433,3.2,4.1,0.778,1.4,3.1,6.6,1.3,0.8,0.5,,2.9,11.9,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Corie Blount,17,Career,,,NBA,,644.0,77.0,15.4,1.5,3.2,0.47100000000000003,0.6,1.0,0.5870000000000001,1.7,2.5,4.2,0.7,0.5,0.4,0.8,2.1,3.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115,1.5,3.1,0.475,0.47100000000000003
Mark Blount,13,Career,,,NBA,,605.0,393.0,23.1,3.3,6.6,0.504,1.4,2.0,0.723,1.5,3.1,4.6,0.8,0.5,0.8,1.5,2.6,8.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.359,3.3,6.5,0.507,0.508
Bucky Bockhorn,7,Career,,,NBA,,474,,31.2,4.7,11.8,0.40299999999999997,2.0,2.6,0.748,,,4.7,3.5,,,,3.3,11.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Tom Boerwinkle,11,Career,,,NBA,,635,,22.7,2.9,6.5,.453,1.4,2.0,.675,1.8,4.0,9.0,3.2,0.4,0.5,1.2,2.9,7.2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
Keith Bogans,15,Career,,,NBA,,671.0,333.0,21.6,2.2,5.6,0.39399999999999996,0.9,1.2,0.716,0.6,2.1,2.7,1.3,0.6,0.1,0.9,1.8,6.3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,3.0,0.353,1.1,2.6,0.442,0.489
Bojan Bogdanović,12,Career,,,NBA,,526,409,28.8,5.0,11.0,.456,2.4,2.8,.861,0.5,3.0,3.5,1.5,0.6,0.1,1.6,1.6,14.4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,.392,3.1,6.0,.508,.544
Muggsy Bogues,16,Career,,,NBA,,889.0,556.0,28.6,3.2,7.0,0.45799999999999996,1.2,1.4,0.8270000000000001,0.6,2.0,2.6,7.6,1.5,0.0,1.6,1.8,7.7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.4,0.278,3.1,6.6,0.47,0.467
Andrew Bogut,16,Career,,,NBA,,706.0,661.0,28.1,4.2,7.9,0.535,1.2,2.1,0.557,2.5,6.2,8.7,2.2,0.6,1.5,1.7,3.1,9.6,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.12,4.2,7.9,0.537,0.535
Manute Bol,14,Career,,,NBA,,624,133,18.7,1.1,2.6,.407,0.4,0.6,.561,1.0,3.3,4.2,0.3,0.2,3.3,0.7,2.3,2.6,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.3,.210,1.0,2.3,.435,.420
Matt Bonner,12,Career,,,NBA,,792.0,112.0,16.9,2.2,4.8,0.46399999999999997,0.4,0.5,0.78,0.8,2.2,3.0,0.7,0.4,0.3,0.4,1.7,5.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,1.0,2.4,0.414,1.2,2.3,0.516,0.57
Devin Booker,6,Career,,,NBA,,401,376,33.5,8.0,17.5,0.455,5.0,5.8,0.8690000000000001,0.5,3.2,3.7,4.7,0.8,0.3,3.3,3.0,22.9,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,2.0,5.5,0.353,6.0,12.0,0.502,0.51
Trevor Booker,11,Career,,,NBA,,532.0,162.0,20.4,2.9,5.6,0.515,1.0,1.5,0.636,1.9,3.6,5.5,1.1,0.7,0.5,1.0,2.0,6.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.305,2.8,5.2,0.534,0.528
Ron Boone,19,Career,,,TOT,,1041.0,,31.1,6.6,14.2,0.461,3.5,4.2,0.8370000000000001,1.6,2.6,4.2,3.7,1.3,0.2,3.2,3.1,16.8,1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.2,0.6,0.304,6.4,13.7,0.467,0.466
Bob Boozer,13,Career,,,NBA,,874.0,,29.2,5.7,12.3,0.462,3.5,4.6,0.7609999999999999,,,8.1,1.4,,,,2.8,14.8,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,,,,,,,
Carlos Boozer,13,Career,,,NBA,,861.0,775.0,31.2,6.8,13.0,0.521,2.6,3.7,0.722,2.4,7.1,9.5,2.2,0.9,0.4,2.1,3.0,16.2,1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.071,6.8,13.0,0.522,0.521
Chris Bosh,13,Career,,,NBA,,893.0,881.0,35.8,7.0,14.1,0.494,5.0,6.3,0.799,2.2,6.3,8.5,2.0,0.8,1.0,2.0,2.4,19.2,1,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,99.5,0.3,1.0,0.335,6.6,13.1,0.506,0.506
Bruce Bowen,17,Career,,,NBA,,873,644,27.6,2.2,5.5,.409,0.7,1.2,.575,0.5,2.2,2.8,1.2,0.8,0.4,0.7,2.2,6.1,1,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.9,2.4,.393,1.3,3.1,.421,.494
Ryan Bowen,11,Career,,,NBA,,507,85,12.8,1.1,2.4,.456,0.4,0.6,.693,1.0,1.1,2.1,0.5,0.6,0.3,0.3,1.5,2.6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,.206,1.0,2.2,.472,.462
Anthony Bowie,10,Career,,,NBA,,461,87,18.1,2.7,5.7,.475,0.8,1.0,.824,0.6,1.6,2.2,1.8,0.6,0.2,1.0,1.5,6.4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,.318,2.6,5.2,.488,.487
Sam Bowie,11,Career,,,NBA,,511,349,27.6,4.2,9.2,.452,2.5,3.3,.748,2.3,5.2,7.5,2.1,0.5,1.8,1.9,3.0,10.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,.302,4.1,9.0,.456,.456
Earl Boykins,20,Career,,,NBA,,652,34,19.9,3.2,7.6,.417,1.9,2.2,.876,0.4,0.9,1.3,3.2,0.6,0.1,1.2,1.0,8.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.6,1.7,.348,2.6,5.9,.437,.455
Avery Bradley,17,Career,,,NBA,,596.0,497.0,28.0,4.6,10.7,0.435,1.0,1.2,0.78,0.6,2.3,2.9,1.8,1.0,0.2,1.4,2.2,11.5,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,3.6,0.363,3.3,7.1,0.47100000000000003,0.496
Bill Bradley,12,Career,,,NBA,,742,,30.7,5.3,11.8,.448,1.8,2.2,.840,0.6,2.1,3.2,3.4,0.7,0.2,,3.2,12.4,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.4,,,,,,,
Dudley Bradley,12,Career,,,NBA,,600,62,17.0,2.0,4.6,.440,1.0,1.3,.730,0.5,1.3,1.8,1.9,1.6,0.3,1.1,2.0,5.2,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,.293,1.9,4.1,.460,.458
Shawn Bradley,16,Career,,,NBA,,832.0,484.0,23.5,3.3,7.1,0.457,1.6,2.2,0.716,2.1,4.2,6.3,0.7,0.6,2.5,1.3,3.1,8.1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10300000000000001,3.3,7.1,0.45899999999999996,0.457
Elton Brand,17,Career,,,NBA,,1058.0,868.0,33.0,6.2,12.5,0.5,3.4,4.7,0.736,3.1,5.4,8.5,2.1,0.9,1.7,1.9,2.9,15.9,1,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.095,6.2,12.4,0.501,0.501
Terrell Brandon,14,Career,,,NBA,,724,480,29.8,5.4,12.0,.448,2.5,2.8,.873,0.6,2.4,3.0,6.1,1.6,0.3,2.0,1.8,13.8,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,0.5,1.5,.355,4.9,10.5,.462,.471
Mike Bratz,9,Career,,,NBA,,586.0,9.0,18.1,2.7,6.6,0.40700000000000003,1.3,1.6,0.83,0.5,1.2,1.8,3.2,0.9,0.1,1.5,1.9,7.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.1,0.305,2.4,5.8,0.42100000000000004,0.426
Carl Braun,15,Career,,,TOT,,788,,29.8,5.0,13.0,.383,3.6,4.4,.804,,,3.4,3.7,,,,2.7,13.5,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.9,,,,,,,
Randy Breuer,13,Career,,,NBA,,681.0,285.0,18.4,2.8,6.0,0.467,1.2,1.9,0.628,1.6,2.8,4.4,0.9,0.4,1.1,1.0,2.1,6.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,6.0,0.46799999999999997,0.467
Corey Brewer,23,Career,,,NBA,,819.0,310.0,22.9,3.3,7.7,0.425,1.5,2.1,0.713,0.7,2.0,2.8,1.5,1.2,0.3,1.2,2.2,8.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,2.2,0.284,2.7,5.5,0.48,0.465
Jim Brewer,14,Career,,,NBA,,703,9,22.7,2.5,5.7,.448,0.8,1.3,.571,2.4,4.0,6.3,1.5,0.8,0.7,0.9,2.2,5.8,1,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,.077,2.5,5.6,.449,.448
Ron Brewer,20,Career,,,NBA,,501.0,108.0,25.7,5.0,10.9,0.45899999999999996,1.9,2.3,0.8240000000000001,0.7,1.3,1.9,1.8,1.0,0.5,1.4,1.7,11.9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.248,4.9,10.6,0.46399999999999997,0.462
Ronnie Brewer,14,Career,,,NBA,,502.0,304.0,23.0,3.1,6.3,0.49,1.5,2.2,0.675,0.9,1.9,2.8,1.6,1.2,0.2,0.8,1.1,7.8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.7,0.254,2.9,5.6,0.52,0.505
Frankie Brian,7,Career,,,NBA,,438.0,,24.9,4.0,11.9,0.34,4.2,5.1,0.821,,,2.4,2.6,,,,2.6,12.3,1,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,,,,,,,
