Player,TRB,AST,STL,BLK,PTS
John Lucas,2.3,7.0,1.4,0.1,10.7
Kalin Lucas,1.5,0.5,0.5,0.0,1.0
John Lucas III,1.0,1.5,0.4,0.0,4.7
Tyronn Lue,1.7,3.1,0.5,0.0,8.5
Timothé Luwawu-Cabarrot,2.1,0.9,0.4,0.1,6.2
Tyler Lydon,0.7,0.2,0.1,0.0,0.9
Trey Lyles,4.2,1.0,0.4,0.3,7.3
George Lynch,5.0,1.4,1.1,0.3,6.6
Kevin Lynch,1.3,1.1,0.5,0.2,3.3
Sheldon Mac,1.1,0.5,0.3,0.1,3.0
Don MacLean,3.8,1.3,0.4,0.2,10.9
Scott Machado,0.1,0.9,0.3,0.0,1.8
Arvydas Macijauskas,0.5,0.3,0.4,0.0,2.3
Ollie Mack,2.5,1.8,0.7,0.1,7.2
Sam Mack,2.1,1.3,0.6,0.1,7.8
Shelvin Mack,2.0,3.1,0.7,0.1,6.6
Malcolm Mackey,1.1,0.0,0.0,0.1,1.5
Rudy Macklin,2.9,0.8,0.5,0.2,6.4
Daryl Macon,1.0,0.7,0.1,0.0,2.7
Mark Macon,1.9,1.7,1.4,0.1,6.7
Kyle Macy,2.2,4.0,1.1,0.1,9.5
Tito Maddox,0.8,0.6,0.3,0.1,1.2
Gerald Madkins,0.5,1.4,0.5,0.0,1.7
Mark Madsen,2.6,0.4,0.3,0.2,2.2
Josh Magette,1.0,2.4,0.4,0.1,2.2
Corey Maggette,4.9,2.1,0.7,0.2,16.0
Dave Magley,0.7,0.1,0.1,0.0,0.9
Jamaal Magloire,6.5,0.6,0.3,0.9,7.2
Ian Mahinmi,4.4,0.6,0.6,0.7,5.2
Rick Mahorn,6.2,1.0,0.6,0.9,6.9
Dan Majerle,4.5,2.9,1.3,0.4,11.4
Thon Maker,2.8,0.6,0.4,0.7,4.6
Théo Maledon,3.4,3.4,1.0,0.1,9.3
Jeff Malone,2.6,2.4,0.6,0.1,19.0
Karl Malone,10.1,3.6,1.4,0.8,25.0
Matt Maloney,1.7,2.9,0.8,0.0,7.4
Karim Mané,1.6,0.4,0.0,0.2,1.0
Terance Mann,2.7,1.4,0.3,0.2,4.5
Danny Manning,5.2,2.3,1.1,0.9,14.0
Rich Manning,1.7,0.2,0.1,0.1,3.3
Nico Mannion,1.6,2.7,0.7,0.1,5.3
Pace Mannion,1.2,1.1,0.5,0.1,3.1
Pete Maravich,4.2,5.4,1.4,0.3,24.2
Devyn Marble,1.6,0.7,0.5,0.1,2.2
Roy Marble,1.1,0.4,0.2,0.1,1.9
Stephon Marbury,3.0,7.6,1.2,0.1,19.3
Šarūnas Marčiulionis,2.3,2.2,1.3,0.1,12.8
Shawn Marion,8.7,1.9,1.5,1.1,15.2
Boban Marjanović,4.0,0.5,0.2,0.3,6.1
Lauri Markkanen,7.4,1.3,0.7,0.5,16.2
Damir Markota,1.0,0.2,0.1,0.0,1.7
Sean Marks,2.2,0.2,0.1,0.4,2.8
Donny Marshall,1.0,0.3,0.3,0.0,2.5
Donyell Marshall,6.7,1.4,0.8,0.9,11.2
Kendall Marshall,1.6,4.9,0.7,0.1,5.0
Naji Marshall,0.9,0.4,0.4,0.1,1.5
Rawle Marshall,1.0,0.4,0.3,0.2,2.7
Bill Martin,1.6,0.7,0.4,0.1,4.7
Caleb Martin,2.3,1.1,0.8,0.3,5.3
Cartier Martin,1.9,0.5,0.4,0.1,5.1
Cody Martin,3.0,1.8,0.7,0.2,4.5
Cuonzo Martin,0.4,0.4,0.1,0.0,1.3
Darrick Martin,1.1,2.9,0.7,0.0,6.9
Fernando Martín,1.2,0.4,0.3,0.0,0.9
Jarell Martin,3.5,0.6,0.4,0.4,5.4
Jeff Martin,2.0,0.8,0.5,0.3,6.7
Jeremiah Martin,1.1,2.0,0.8,0.2,7.1
Kelan Martin,2.4,0.5,0.2,0.2,4.7
Kenyon Martin,6.8,1.9,1.2,1.1,12.3
Kenyon Martin,4.5,0.7,0.6,0.9,6.8
Kevin Martin,3.2,1.9,0.9,0.1,17.4
Maurice Martin,0.9,0.7,0.3,0.1,3.0
Jamal Mashburn,5.4,4.0,1.0,0.2,19.1
Anthony Mason,8.3,3.4,0.7,0.3,10.9
Desmond Mason,4.5,1.6,0.7,0.4,12.1
Frank Mason,2.0,2.6,0.5,0.1,6.7
Roger Mason,1.7,1.3,0.4,0.1,6.3
Tony Massenburg,4.3,0.4,0.4,0.5,6.2
Garrison Mathews,1.5,0.5,0.5,0.1,6.3
Dakota Mathias,0.9,1.6,0.1,0.4,6.0
Wes Matthews,1.3,4.2,1.0,0.2,7.9
Wesley Matthews,3.0,2.1,1.0,0.2,12.7
Marlon Maxey,3.7,0.2,0.3,0.5,4.9
Tyrese Maxey,1.7,1.6,0.4,0.2,7.4
Jason Maxiell,4.2,0.4,0.4,0.8,5.6
Cedric Maxwell,6.3,2.2,0.8,0.5,12.5
Vernon Maxwell,2.6,3.4,1.1,0.2,12.8
Scott May,4.1,1.7,0.8,0.1,10.4
Sean May,4.0,1.0,0.4,0.4,6.9
Lee Mayberry,1.3,3.6,0.7,0.1,5.1
Tharon Mayes,0.7,1.5,0.7,0.1,4.1
Eric Maynor,1.3,2.8,0.4,0.1,4.3
O.J. Mayo,3.1,2.9,1.0,0.3,13.8
Skylar Mays,1.0,0.9,0.4,0.0,3.5
Travis Mays,2.0,2.8,0.9,0.1,11.1
Luc Mbah a Moute,4.1,0.9,0.9,0.4,6.4
Bob McAdoo,9.4,2.3,1.0,1.5,22.1
James Michael McAdoo,1.7,0.3,0.3,0.4,3.0
Tahjere McCall,1.0,0.0,0.0,0.0,4.0
Ray McCallum,2.0,2.4,0.5,0.2,6.0
Bob McCann,2.6,0.6,0.4,0.4,4.2
Rashad McCants,2.0,1.3,0.7,0.2,10.0
Walter McCarty,2.6,1.1,0.6,0.3,5.2
Amal McCaskill,1.9,0.3,0.2,0.3,1.8
Patrick McCaw,1.6,1.4,0.7,0.2,3.8
Dwayne McClain,0.7,1.5,0.8,0.1,3.5
George McCloud,3.1,2.3,0.8,0.2,9.0
CJ McCollum,3.3,3.2,0.9,0.4,18.7
T.J. McConnell,2.9,4.9,1.2,0.2,6.5
Tim McCormick,4.9,1.0,0.3,0.4,8.3
Rodney McCray,6.6,3.6,0.8,0.6,11.7
Chris McCullough,1.9,0.3,0.5,0.3,3.3
Clint McDaniel,0.8,0.6,0.4,0.0,2.5
Xavier McDaniel,6.1,2.0,0.9,0.5,15.6
Jaden McDaniels,3.4,1.1,0.5,1.0,6.5
Jalen McDaniels,2.9,0.6,0.3,0.2,4.7
K.J. McDaniels,2.2,0.6,0.5,0.6,5.3
Doug McDermott,2.3,0.9,0.2,0.1,8.7
Sean McDermott,1.4,0.3,0.2,0.2,3.3
Ben McDonald,3.2,1.3,0.4,0.1,6.0
Hank McDowell,2.3,0.5,0.2,0.1,2.9
Antonio McDyess,7.5,1.3,0.8,1.1,12.0
Jim McElroy,2.0,3.5,0.9,0.3,9.9
Ivan McFarlin,1.0,0.1,0.0,0.0,1.4
Mitch McGary,3.5,0.3,0.3,0.3,4.4
JaVale McGee,5.1,0.4,0.4,1.5,7.9
Mike McGee,2.1,1.2,0.7,0.1,9.6
Tracy McGrady,5.6,4.4,1.2,0.9,19.6
Rodney McGruder,3.0,1.3,0.5,0.2,5.9
Dominic McGuire,3.4,1.2,0.5,0.5,2.7
Kevin McHale,7.3,1.7,0.4,1.7,17.9
Jim McIlvaine,3.1,0.3,0.3,1.7,2.7
Jeff McInnis,2.0,4.4,0.6,0.1,9.4
Kevin McKenna,1.3,1.4,0.8,0.1,5.4
Forrest McKenzie,1.2,0.2,0.2,0.0,2.8
Derrick McKey,4.7,2.4,1.1,0.7,11.0
Aaron McKie,3.3,2.7,1.2,0.2,7.4
Billy McKinney,1.4,3.5,0.7,0.1,8.0
Carlton McKinney,1.4,0.8,0.7,0.1,2.4
Alfonzo McKinnie,2.6,0.3,0.3,0.2,4.0
Jordan McLaughlin,1.9,4.3,1.1,0.2,6.3
Ben McLemore,2.4,1.0,0.7,0.2,8.9
Keith McLeod,1.3,2.7,0.7,0.1,5.5
Roshown McLeod,2.7,1.1,0.4,0.1,7.2
Nate McMillan,4.0,6.1,1.9,0.4,5.9
Tom McMillen,4.0,1.1,0.3,0.3,8.1
Jerel McNeal,0.5,0.3,0.5,0.2,1.5
Paul McPherson,1.4,0.7,0.5,0.1,4.8
Jordan McRae,1.8,1.4,0.4,0.2,6.9
Josh McRoberts,3.9,2.1,0.5,0.4,5.4
Stanislav Medvedenko,2.8,0.5,0.3,0.2,5.3
Darnell Mee,0.9,0.5,0.4,0.3,1.9
Jodie Meeks,2.1,1.1,0.8,0.1,9.3
Scott Meents,1.0,0.4,0.3,0.2,1.8
Salah Mejri,4.0,0.5,0.4,0.9,3.4
Gal Mekel,0.8,2.2,0.2,0.0,2.3
Nicolò Melli,2.8,1.3,0.5,0.3,5.3
De'Anthony Melton,3.2,2.9,1.3,0.4,7.2
Pops Mensah-Bonsu,3.0,0.2,0.2,0.2,3.0
Ron Mercer,3.1,2.1,1.1,0.3,13.6
Joe Meriweather,5.6,0.9,0.5,1.2,8.1
Sam Merrill,1.0,0.8,0.2,0.0,2.6
Chimezie Metu,1.7,0.6,0.2,0.3,2.8
Loren Meyer,3.4,0.6,0.2,0.4,4.6
Larry Micheaux,2.7,0.5,0.4,0.3,3.4
Jordan Mickey,2.0,0.3,0.1,0.4,2.4
Khris Middleton,4.8,3.5,1.2,0.2,16.6
Chris Mihm,5.3,0.5,0.3,1.0,7.5
C.J. Miles,2.4,1.1,0.7,0.3,9.6
Darius Miles,4.9,1.9,0.9,1.1,10.1
Marko Milič,0.7,0.3,0.3,0.0,2.5
Darko Miličić,4.2,0.9,0.4,1.3,6.0
Andre Miller,3.7,6.5,1.2,0.2,12.5
Anthony Miller,2.7,0.4,0.3,0.1,2.8
Brad Miller,7.1,2.8,0.7,0.7,11.2
Darius Miller,1.7,1.4,0.4,0.2,5.9
Malcolm Miller,0.7,0.3,0.1,0.1,2.0
Mike Miller,4.2,2.6,0.6,0.2,10.6
Oliver Miller,5.9,2.2,0.9,1.5,7.4
Quincy Miller,2.4,0.5,0.4,0.5,4.3
Reggie Miller,3.0,3.0,1.1,0.2,18.2
Chris Mills,4.9,1.9,0.7,0.4,11.2
Patty Mills,1.7,2.3,0.7,0.1,9.0
Terry Mills,5.4,1.3,0.6,0.4,10.6
Elijah Millsap,2.8,1.1,0.9,0.3,4.2
Paul Millsap,7.2,2.2,1.3,1.0,13.8
Shake Milton,2.2,2.5,0.5,0.3,10.3
Harold Miner,2.2,1.2,0.4,0.1,9.0
Yao Ming,9.2,1.6,0.4,1.9,19.0
Dirk Minniefield,1.7,3.8,0.9,0.0,5.3
Greg Minor,2.7,1.4,0.6,0.2,6.9
Nikola Mirotić,5.9,1.3,0.8,0.7,12.3
Donovan Mitchell,4.1,4.3,1.3,0.3,23.2
Mike Mitchell,5.6,1.3,0.7,0.5,19.8
Sam Mitchell,3.7,1.1,0.6,0.3,8.7
Tony Mitchell,1.2,0.1,0.3,0.1,1.0
Naz Mitrou-Long,0.7,1.2,0.1,0.1,1.7
Cuttino Mobley,3.9,2.7,1.2,0.4,16.0
Eric Mobley,3.1,0.5,0.2,0.5,3.9
Nazr Mohammed,4.7,0.4,0.4,0.6,5.8
Jérôme Moïso,2.7,0.3,0.3,0.5,2.7
Paul Mokeski,3.4,0.7,0.3,0.4,4.0
Adam Mokoka,0.7,0.4,0.3,0.1,2.3
Sidney Moncrief,4.7,3.6,1.2,0.3,15.6
Sergei Monia,2.0,0.7,0.3,0.2,3.0
Malik Monk,2.0,1.7,0.4,0.2,9.2
Greg Monroe,8.3,2.1,1.1,0.6,13.2
Rodney Monroe,0.9,0.7,0.3,0.1,3.4
Luis Montero,0.4,0.1,0.0,0.0,1.0
Eric Montross,4.6,0.4,0.3,0.6,4.5
Jamario Moon,4.3,1.0,0.8,0.8,6.3
E'Twaun Moore,2.0,1.8,0.7,0.2,7.9
Johnny Moore,3.0,7.4,2.0,0.2,9.4
Lowes Moore,2.0,2.8,0.8,0.2,6.7
Mikki Moore,3.9,0.7,0.3,0.5,5.8
Tracy Moore,1.5,1.0,0.5,0.1,7.0
Ja Morant,3.7,7.3,0.9,0.2,18.3
Eric Moreland,3.7,1.0,0.4,0.7,1.9
Juwan Morgan,1.1,0.3,0.1,0.1,1.4
Chris Morris,4.7,1.6,1.2,0.7,11.0
Darius Morris,1.0,1.4,0.3,0.0,3.3
Jaylen Morris,2.1,1.1,0.4,0.1,3.8
Marcus Morris,4.6,1.5,0.7,0.3,12.1
Markieff Morris,5.3,1.6,0.8,0.5,11.1
Monte Morris,2.1,3.5,0.8,0.2,9.8
Terence Morris,2.7,0.7,0.3,0.4,3.4
Adam Morrison,2.1,1.4,0.2,0.1,7.5
Mike Morrison,0.6,0.3,0.1,0.0,2.0
Anthony Morrow,2.2,0.9,0.6,0.1,9.4
Dwayne Morton,1.4,0.4,0.3,0.4,4.1
John Morton,1.3,2.7,0.7,0.2,4.8
Perry Moss,1.5,1.5,0.7,0.1,3.9
Lawrence Moten,1.5,1.5,0.6,0.3,6.3
Donatas Motiejūnas,3.8,1.1,0.5,0.3,7.3
Johnathan Motley,2.4,0.6,0.2,0.1,4.9
Hanno Möttölä,2.9,0.5,0.2,0.2,4.6
Alonzo Mourning,8.5,1.1,0.5,2.8,17.1
Timofey Mozgov,4.9,0.6,0.3,0.8,6.8
Emmanuel Mudiay,2.9,3.8,0.7,0.3,11.0
Shabazz Muhammad,2.8,0.5,0.3,0.1,9.0
Mychal Mulder,1.2,0.5,0.2,0.2,4.8
Byron Mullens,4.2,0.8,0.4,0.5,7.4
Chris Mullin,4.1,3.5,1.6,0.6,18.2
Xavier Munford,1.6,1.3,0.7,0.2,4.2
Eric Murdock,2.5,4.9,1.6,0.1,10.1
Gheorghe Mureșan,6.4,0.5,0.6,1.5,9.8
Calvin Murphy,2.1,4.4,1.5,0.1,17.9
Jay Murphy,1.7,0.2,0.1,0.1,2.4
Ronnie Murphy,0.6,0.3,0.3,0.1,2.0
Tod Murphy,4.9,1.0,0.6,0.5,5.5
Troy Murphy,7.8,1.5,0.7,0.4,10.8
Dejounte Murray,5.2,3.4,1.2,0.3,9.6
Jamal Murray,3.6,3.8,0.9,0.3,16.3
Lamond Murray,4.1,1.3,0.9,0.4,11.3
Ronald Murray,2.1,2.3,0.8,0.2,9.9
Tracy Murray,2.5,0.8,0.5,0.2,9.0
Toure' Murry,0.8,0.9,0.4,0.0,2.6
Džanan Musa,1.9,0.9,0.3,0.0,4.3
Mike Muscala,3.2,0.9,0.3,0.5,6.0
Jerrod Mustaf,2.5,0.6,0.3,0.3,4.0
Dikembe Mutombo,10.3,1.0,0.4,2.8,9.8
Martin Müürsepp,2.2,0.6,0.5,0.3,4.7
Pete Myers,1.8,2.1,0.7,0.2,4.8
Sviatoslav Mykhailiuk,1.7,1.5,0.6,0.1,6.8
Mamadou N'Diaye,3.3,0.1,0.2,0.9,3.8
Boniface N'Dong,1.6,0.3,0.1,0.2,2.2
Boštjan Nachbar,2.6,0.9,0.4,0.3,7.1
Abdel Nader,1.9,0.5,0.4,0.3,4.7
Lee Nailon,3.1,1.0,0.4,0.2,8.6
Eduardo Nájera,3.7,0.8,0.7,0.4,4.9
Larry Nance,8.0,2.6,0.9,2.2,17.1
Larry Nance,6.7,1.9,1.3,0.5,8.3
Shabazz Napier,1.9,2.5,0.8,0.1,7.1
Steve Nash,3.0,8.5,0.7,0.1,14.3
Howard Nathan,0.0,0.4,0.6,0.0,2.6
Calvin Natt,6.8,2.2,0.9,0.3,17.2
Kenny Natt,0.8,0.8,0.2,0.0,3.1
Juan Carlos Navarro,2.6,2.2,0.6,0.0,10.9
Maurice Ndour,2.0,0.3,0.5,0.3,3.1
Craig Neal,0.7,2.5,0.4,0.1,2.5
Gary Neal,2.2,1.6,0.4,0.0,9.9
Ed Nealy,3.3,0.7,0.5,0.1,2.7
Nemanja Nedović,0.6,0.5,0.0,0.0,1.1
DeMarcus Nelson,1.8,1.0,0.7,0.2,4.1
Jameer Nelson,3.0,5.1,0.9,0.1,11.3
Ruben Nembhard,0.8,1.7,0.9,0.0,4.0
Tyrone Nesby,3.7,1.5,1.0,0.4,9.5
Aaron Nesmith,2.2,0.4,0.3,0.2,3.6
Rasho Nesterović,5.1,1.0,0.4,1.2,6.8
Raul Neto,1.4,1.9,0.6,0.1,5.3
Melvin Newbern,1.1,1.7,0.7,0.0,3.6
Ivano Newbill,2.6,0.4,0.4,0.2,1.5
Ira Newble,2.9,0.9,0.5,0.3,5.1
Mike Newlin,3.0,4.0,1.0,0.1,14.9
Johnny Newman,2.2,1.5,0.9,0.2,11.0
Malik Newman,0.0,0.0,0.0,0.0,2.0
Georges Niang,1.7,0.6,0.2,0.1,4.4
Demetris Nichols,0.4,0.1,0.0,0.2,1.2
Andrew Nicholson,3.0,0.4,0.3,0.3,6.0
Gaylon Nickerson,1.3,0.3,0.3,0.3,3.8
Carl Nicks,1.9,1.6,0.8,0.0,6.8
Kurt Nimphius,4.4,1.2,0.3,1.2,6.4
Norm Nixon,2.6,8.3,1.5,0.1,15.7
Zeke Nnaji,1.7,0.2,0.1,0.1,3.8
Joakim Noah,9.0,2.8,0.8,1.3,8.8
Andrés Nocioni,4.5,1.2,0.4,0.4,10.5
David Noel,1.8,1.0,0.4,0.1,2.7
Nerlens Noel,6.2,1.1,1.3,1.5,7.7
Lucas Nogueira,2.8,0.5,0.6,1.0,3.2
Ken Norman,6.1,2.1,0.8,0.7,13.5
Audie Norris,3.1,0.8,0.5,0.4,4.4
Moochie Norris,2.0,2.8,0.7,0.0,5.1
Zach Norvell,1.2,0.6,0.4,0.0,2.0
Steve Novak,1.3,0.3,0.2,0.1,4.7
Jaylen Nowell,1.9,1.5,0.5,0.2,8.2
Dirk Nowitzki,7.5,2.4,0.8,0.8,20.7
Frank Ntilikina,2.1,2.9,0.8,0.3,5.8
Kendrick Nunn,2.8,3.0,0.9,0.2,14.6
James Nunnally,0.9,0.5,0.3,0.1,2.9
Jusuf Nurkić,8.0,2.0,0.9,1.3,11.7
Dennis Nutt,0.3,0.6,0.3,0.0,2.3
David Nwaba,3.7,1.1,0.8,0.5,7.3
Jordan Nwora,1.7,0.2,0.4,0.2,4.6
Charles O'Bannon,1.4,0.6,0.2,0.1,2.5
Ed O'Bannon,2.5,0.8,0.6,0.2,5.0
Johnny O'Bryant,2.4,0.5,0.2,0.1,3.5
Patrick O'Bryant,1.4,0.3,0.2,0.4,2.1
Mike O'Koren,3.4,2.1,0.8,0.2,8.2
Jermaine O'Neal,7.2,1.4,0.5,1.8,13.2
Shaquille O'Neal,10.9,2.5,0.6,2.3,23.7
Royce O'Neale,4.6,1.9,0.7,0.4,5.8
Kyle O'Quinn,4.6,1.4,0.4,1.0,5.4
Dan O'Sullivan,1.4,0.2,0.1,0.1,1.8
Charles Oakley,9.5,2.5,1.1,0.3,9.7
Fabricio Oberto,3.5,0.9,0.3,0.2,3.2
Lamar Odom,8.4,3.7,0.9,0.9,13.3
Alan Ogg,1.7,0.2,0.2,0.7,2.2
Semi Ojeleye,2.1,0.5,0.3,0.1,3.5
Emeka Okafor,9.7,0.8,0.7,1.6,12.0
Jahlil Okafor,4.9,0.9,0.3,0.8,10.7
Chuma Okeke,3.9,2.0,0.8,0.4,6.2
Elie Okobo,1.7,2.2,0.5,0.1,4.8
Josh Okogie,3.4,1.3,1.1,0.4,7.4
Onyeka Okongwu,2.6,0.2,0.4,0.6,3.2
Isaac Okoro,2.8,1.8,1.0,0.4,7.8
KZ Okpala,1.8,0.4,0.3,0.3,2.5
Mehmet Okur,7.0,1.7,0.5,0.7,13.5
Victor Oladipo,4.6,4.0,1.6,0.5,17.5
Hakeem Olajuwon,11.1,2.5,1.7,3.1,21.8
Jawann Oldham,4.1,0.5,0.3,1.7,4.4
Brian Oliver,1.0,1.0,0.4,0.1,3.3
Dean Oliver,0.7,1.3,0.3,0.0,1.8
Jimmy Oliver,1.0,0.7,0.3,0.0,4.2
Kevin Ollie,1.5,2.3,0.5,0.0,3.8
Kelly Olynyk,4.9,1.9,0.7,0.5,9.7
Miye Oni,1.6,0.3,0.2,0.2,2.4
Louis Orr,3.7,1.5,0.8,0.3,9.7
José Ortiz,1.1,0.3,0.2,0.1,2.9
Daniel Orton,2.5,0.5,0.4,0.5,2.8
Cedi Osman,3.5,2.1,0.7,0.1,9.7
Greg Ostertag,5.5,0.6,0.3,1.7,4.6
Matt Othick,0.5,1.8,0.3,0.0,2.0
Daniel Oturu,1.2,0.4,0.1,0.2,1.5
Kelly Oubre,4.4,1.0,0.9,0.5,11.4
Bo Outlaw,4.9,1.6,0.9,1.3,5.4
Travis Outlaw,3.2,0.8,0.5,0.6,8.5
Doug Overton,1.3,2.1,0.4,0.0,4.5
Andre Owens,1.3,1.0,0.3,0.1,3.6
Billy Owens,6.7,2.8,0.9,0.5,11.7
Larry Owens,1.5,0.6,0.5,0.3,2.8
Tariq Owens,1.0,0.0,0.3,0.0,1.3
Ray Owes,2.9,0.3,0.3,0.4,3.1
Zaza Pachulia,5.8,1.3,0.7,0.3,6.8
Robert Pack,2.0,4.6,1.1,0.1,8.9
Gerald Paddio,1.4,1.0,0.3,0.1,5.5
Scott Padgett,2.7,0.7,0.4,0.2,4.2
Marcus Paige,0.8,0.6,0.0,0.0,2.4
Milt Palacio,1.8,2.5,0.6,0.1,4.8
Walter Palmer,1.4,0.2,0.1,0.2,2.1
Georgios Papagiannis,3.2,0.7,0.2,0.6,4.1
Kostas Papanikolaou,2.3,1.5,0.6,0.3,3.6
Jannero Pargo,1.4,2.0,0.5,0.1,6.4
Jeremy Pargo,1.0,1.8,0.3,0.0,4.8
Robert Parish,9.1,1.4,0.8,1.5,14.5
Anthony Parker,3.2,2.3,0.9,0.2,9.1
Jabari Parker,5.7,2.1,0.9,0.4,14.8
Smush Parker,2.4,2.9,1.2,0.2,9.0
Sonny Parker,4.1,2.1,1.4,0.3,9.9
Tony Parker,2.7,5.6,0.8,0.1,15.5
Cherokee Parks,3.6,0.6,0.4,0.6,4.4
Chandler Parsons,4.5,2.7,0.9,0.3,12.7
Eric Paschall,4.0,1.8,0.4,0.2,12.2
Anžejs Pasečņiks,3.9,0.7,0.3,0.4,5.6
Žarko Paspalj,1.1,0.4,0.1,0.3,2.6
Andrae Patterson,1.7,0.4,0.5,0.2,3.0
Lamar Patterson,1.4,1.1,0.3,0.1,2.3
Patrick Patterson,3.9,1.0,0.5,0.4,6.7
Ruben Patterson,4.2,1.8,1.2,0.4,10.7
Justin Patton,2.7,0.9,0.7,0.6,3.9
Brandon Paul,1.1,0.6,0.4,0.1,2.3
Chris Paul,4.5,9.4,2.2,0.1,18.3
Sasha Pavlović,1.8,0.9,0.5,0.2,4.9
Jim Paxson,2.0,2.9,1.2,0.1,14.3
John Paxson,1.2,3.6,0.7,0.1,7.2
Adreian Payne,2.9,0.6,0.4,0.3,4.0
Cameron Payne,2.0,2.7,0.7,0.2,6.3
Kenny Payne,1.2,0.4,0.3,0.2,3.5
Elfrid Payton,4.3,6.3,1.3,0.3,11.1
Gary Payton,3.9,6.7,1.8,0.2,16.3
Gary Payton,2.3,1.4,0.8,0.2,3.5
Oleksiy Pecherov,2.4,0.2,0.2,0.2,3.9
Anthony Peeler,2.6,2.4,0.9,0.2,9.7
Norvel Pelle,2.9,0.3,0.1,1.2,2.4
Sam Pellom,3.5,0.5,0.5,0.8,4.4
Mike Penberthy,1.2,1.3,0.4,0.0,4.9
Mike Peplowski,2.6,0.4,0.3,0.4,2.9
Will Perdue,4.9,0.8,0.3,0.7,4.7
Kendrick Perkins,5.8,1.0,0.3,1.2,5.4
Sam Perkins,6.0,1.5,0.9,0.7,11.9
London Perrantes,0.3,0.4,0.1,0.1,0.5
Elliot Perry,1.4,3.1,1.0,0.0,6.3
Reggie Perry,3.8,0.8,0.3,0.4,4.1
Tim Perry,4.0,0.9,0.5,0.9,6.8
Chuck Person,5.1,2.8,0.7,0.2,14.7
Wesley Person,3.3,1.7,0.8,0.3,11.2
Alec Peters,1.9,0.6,0.1,0.1,4.1
Jim Petersen,4.8,1.0,0.4,0.7,6.9
Morris Peterson,3.5,1.5,0.9,0.2,10.7
Johan Petro,3.9,0.5,0.4,0.5,4.7
Dražen Petrović,2.3,2.4,0.9,0.1,15.4
Richard Petruška,1.4,0.0,0.1,0.1,2.4
Roger Phegley,2.0,1.4,0.5,0.1,8.7
Michael Phelps,1.1,1.0,0.5,0.0,3.6
Eddie Phillips,1.6,0.6,0.3,0.2,3.2
Bobby Phills,3.1,2.7,1.3,0.3,11.0
Eric Piatkowski,2.2,1.0,0.5,0.1,7.5
Paul Pierce,5.6,3.5,1.3,0.6,19.7
Ricky Pierce,2.4,1.9,0.8,0.2,14.9
Mickaël Piétrus,3.1,0.8,0.7,0.4,8.3
Ed Pinckney,5.0,0.9,0.8,0.5,6.8
Kevinn Pinkney,2.5,0.8,0.5,0.5,5.2
Theo Pinson,1.4,1.2,0.4,0.1,3.2
Scottie Pippen,6.4,5.2,2.0,0.8,16.1
Charles Pittman,3.1,0.9,0.3,0.3,4.5
Zoran Planinić,1.3,1.1,0.4,0.0,3.8
Tibor Pleiß,1.3,0.2,0.1,0.2,2.0
Mason Plumlee,6.4,2.3,0.8,0.9,8.5
Gary Plummer,2.4,0.5,0.2,0.2,4.2
Jakob Poeltl,5.3,1.1,0.5,1.1,5.8
Vincent Poirier,1.8,0.3,0.1,0.4,1.5
Aleksej Pokusevski,4.8,1.9,0.5,1.0,6.8
Scot Pollard,4.6,0.4,0.6,0.7,4.4
Olden Polynice,6.7,0.7,0.5,0.6,7.8
Quincy Pondexter,1.8,0.7,0.3,0.1,4.5
Shamorie Ponds,0.3,0.5,0.0,0.3,2.3
Jordan Poole,1.9,2.1,0.5,0.2,9.5
David Pope,0.9,0.3,0.2,0.1,1.9
Mark Pope,1.7,0.4,0.2,0.3,1.9
Dave Popson,1.1,0.3,0.1,0.1,1.9
Ben Poquette,5.2,1.2,0.5,1.1,6.8
Chris Porter,3.7,1.2,0.9,0.1,8.6
Kevin Porter,1.8,8.1,1.4,0.1,11.6
Kevin Porter,3.2,2.9,1.0,0.3,11.0
Michael Porter,5.8,0.9,0.6,0.7,12.3
Otto Porter,5.0,1.5,1.1,0.4,10.9
Terry Porter,3.0,5.6,1.2,0.1,12.2
Bobby Portis,6.1,1.2,0.5,0.3,10.3
Kristaps Porziņģis,7.8,1.5,0.7,2.0,18.6
James Posey,4.7,1.6,1.1,0.3,8.6
Lavor Postell,0.7,0.2,0.2,0.0,3.2
Vitaly Potapenko,4.5,0.7,0.4,0.3,6.5
Leon Powe,3.8,0.3,0.3,0.3,6.2
Dwight Powell,4.5,1.0,0.7,0.5,7.5
Josh Powell,2.9,0.5,0.2,0.2,3.9
Kasib Powell,4.0,1.6,0.8,0.2,7.6
Norman Powell,2.5,1.4,0.8,0.2,10.0
Roger Powell,1.0,0.0,0.0,0.0,0.7
Alex Poythress,2.3,0.5,0.2,0.3,3.8
Paul Pressey,3.9,5.1,1.4,0.6,10.6
Phil Pressey,1.5,2.9,0.8,0.1,3.2
Dominic Pressley,1.2,2.0,0.3,0.0,1.8
Harold Pressley,4.5,2.1,0.9,0.6,9.0
A.J. Price,1.4,2.2,0.5,0.0,5.8
Brent Price,1.6,3.0,0.7,0.0,5.9
Mark Price,2.6,6.7,1.2,0.1,15.2
Ronnie Price,1.2,1.8,0.8,0.1,3.7
Pablo Prigioni,1.9,2.8,1.0,0.0,3.5
Taurean Prince,4.2,1.9,0.9,0.5,11.2
Tayshaun Prince,4.3,2.4,0.6,0.5,11.1
